@relation 'TCED'
@attribute textid NUMERIC
@attribute emomax NUMERIC
@attribute emomin NUMERIC
@attribute meanang NUMERIC
@attribute meanant NUMERIC
@attribute meandis NUMERIC
@attribute meanfea NUMERIC
@attribute meanjoy NUMERIC
@attribute meansad NUMERIC
@attribute meansup NUMERIC
@attribute meantru NUMERIC
@attribute meanpos NUMERIC
@attribute meanneg NUMERIC
@attribute emomax1 NUMERIC
@attribute emomin1 NUMERIC
@attribute meanang1 NUMERIC
@attribute meanant1 NUMERIC
@attribute meandis1 NUMERIC
@attribute meanfea1 NUMERIC
@attribute meanjoy1 NUMERIC
@attribute meansad1 NUMERIC
@attribute meansup1 NUMERIC
@attribute meantru1 NUMERIC
@attribute meanpos1 NUMERIC
@attribute meanneg1 NUMERIC
@attribute emomax2 NUMERIC
@attribute emomin2 NUMERIC
@attribute meanang2 NUMERIC
@attribute meanant2 NUMERIC
@attribute meandis2 NUMERIC
@attribute meanfea2 NUMERIC
@attribute meanjoy2 NUMERIC
@attribute meansad2 NUMERIC
@attribute meansup2 NUMERIC
@attribute meantru2 NUMERIC
@attribute meanpos2 NUMERIC
@attribute meanneg2 NUMERIC
@attribute emomax3 NUMERIC
@attribute emomin3 NUMERIC
@attribute meanang3 NUMERIC
@attribute meanant3 NUMERIC
@attribute meandis3 NUMERIC
@attribute meanfea3 NUMERIC
@attribute meanjoy3 NUMERIC
@attribute meansad3 NUMERIC
@attribute meansup3 NUMERIC
@attribute meantru3 NUMERIC
@attribute meanpos3 NUMERIC
@attribute meanneg3 NUMERIC

@attribute emomax12 NUMERIC
@attribute emomin12 NUMERIC
@attribute meanang12 NUMERIC
@attribute meanant12 NUMERIC
@attribute meandis12 NUMERIC
@attribute meanfea12 NUMERIC
@attribute meanjoy12 NUMERIC
@attribute meansad12 NUMERIC
@attribute meansup12 NUMERIC
@attribute meantru12 NUMERIC
@attribute meanpos12 NUMERIC
@attribute meanneg12 NUMERIC

@attribute emomax13 NUMERIC
@attribute emomin13 NUMERIC
@attribute meanang13 NUMERIC
@attribute meanant13 NUMERIC
@attribute meandis13 NUMERIC
@attribute meanfea13 NUMERIC
@attribute meanjoy13 NUMERIC
@attribute meansad13 NUMERIC
@attribute meansup13 NUMERIC
@attribute meantru13 NUMERIC
@attribute meanpos13 NUMERIC
@attribute meanneg13 NUMERIC

@attribute emomax23 NUMERIC
@attribute emomin23 NUMERIC
@attribute meanang23 NUMERIC
@attribute meanant23 NUMERIC
@attribute meandis23 NUMERIC
@attribute meanfea23 NUMERIC
@attribute meanjoy23 NUMERIC
@attribute meansad23 NUMERIC
@attribute meansup23 NUMERIC
@attribute meantru23 NUMERIC
@attribute meanpos23 NUMERIC
@attribute meanneg23 NUMERIC
@attribute revised {0, 1}
@data
21,0.2,0,0.0372662,0.0306253,0.017823,0.0354547,0.0208682,0.0181176,0.0195878,0.0176889,0.00934012,0.0156033,0.105263,0,0.0042996,0.00102821,0.000237192,0.00302503,0.00066164,0.000390067,0.00313877,0.000183284,0.000395509,0.00105171,0.166667,0,0.00220767,0.0031904,0.00218872,0.00224069,0.00293314,0.00191869,0.00119961,0.00199255,0.000460363,0.00119961,0.176471,0,0.00404988,0.000640041,0.000448029,0.00121864,0.000448029,0.000448029,0.00130644,0,0.000448029,0.00145045,0.631579,0,1.94757,0.322282,0.10837,1.35004,0.225574,0.203299,2.61649,0.0919849,0.859123,0.876707,0.596491,0,1.06166,1.60647,0.529412,2.4823,1.47678,0.870629,2.40254,0,0.882775,0.725092,0.944444,0,0.545121,4.98468,4.88522,1.83868,6.54676,4.28251,0.918231,0,1.02753,0.827063,1
22,0.235294,0,0.054089,0.0266686,0.0115451,0.04057,0.0131785,0.0207698,0.0315093,0.0176586,0.0104754,0.0325001,0.1,0,0.00277921,0.0027327,0.0015519,0.00346799,0.00175198,0.0027327,0.00206893,0.00175198,0.000377929,0.00155872,0.173913,0,0.00868463,0.00331164,0.0020137,0.00604696,0.00261043,0.0024489,0.00473539,0.00262151,0.00213722,0.00498427,0.142857,0,0.00683213,0.00206817,0.000309215,0.005239,0,0.00107079,0.00484653,0.00162159,0.00107079,0.00633339,0.575,0,0.320015,0.825178,0.770672,0.57351,0.671147,1.11589,0.436907,0.66831,0.176832,0.312728,0.7,0,0.406785,1.32131,5.01885,0.661957,0,2.55204,0.426888,1.08041,0.352944,0.246112,1.21739,0,1.27115,1.60124,6.51231,1.15422,0,2.287,0.977068,1.61663,1.99593,0.786983,1
23,0.4,0,0.0653023,0.0344569,0.0100398,0.0605291,0.0103765,0.00973676,0.0613949,0.0334805,0.033771,0.0617139,0.25,0,0.0056734,0.00348485,0.00121212,0.0056734,0.00121212,0.00121212,0.0056734,0.00348485,0.00340067,0.0056734,0.333333,0,0.0018759,0.002886,0.0010101,0.0025493,0.0010101,0.0010101,0.0018759,0.002886,0,0.0018759,0.0526316,0,0.00062201,0.00062201,0.00030303,0.00030303,0.00030303,0,0.00030303,0.000318979,0,0.00062201,0.75,0,3.02436,1.2075,1.2,2.22547,1.2,1.2,3.02436,1.2075,0,3.02436,4.75,0,9.12108,5.60256,4,18.7222,4,0,18.7222,10.925,0,9.12108,6.33333,0,3.01587,4.6398,3.33333,8.4127,3.33333,0,6.19048,9.04762,0,3.01587,1
24,0.181818,0,0.0489747,0.0212345,0.0148708,0.019778,0.00536584,0.0169883,0.0144711,0.00923856,0.0120222,0.035428,0.142857,0,0.0167835,0.00528903,0.00554873,0.0046686,0.0018797,0.00352444,0.00352444,0,0.00352444,0.0112108,0.105263,0,0.00967808,0.00975819,0.00746106,0.00571495,0.00166259,0.00926259,0.00455708,0.00584121,0.0045033,0.00860503,0.181818,0,0.0144569,0.00181704,0,0.00519309,0,0.00259104,0.00380468,0.00169956,0.00298231,0.00884128,1.35714,0,1.73418,0.542009,0.743691,0.816911,1.13059,0.380502,0.773397,0,0.782634,1.30282,0.785714,0,1.16093,2.91079,0,0.899002,0,1.36024,0.926342,0,1.18178,1.268,0.578947,0,0.669442,5.37037,0,1.10049,0,3.57486,1.19776,3.43689,1.51,0.973279,1
25,0.142857,0,0.0274619,0.0282309,0.00494624,0.0144715,0.0071381,0.00969873,0.015855,0.0251018,0.00318107,0.0131222,0.136364,0,0.0067497,0.00347251,0.000896057,0.00576386,0,0.000896057,0.00455029,0.00347251,0,0.0050508,0.0857143,0,0.00345814,0.00395833,0.00134409,0.00462942,0.00184812,0.00134409,0.00324309,0.0048639,0.00180492,0.00214094,0.1,0,0.00208729,0.00100358,0.000645161,0.000716846,0.000645161,0.00100358,0.0016129,0.000832806,0.000645161,0.00197133,1.59091,0,1.95183,0.877267,0.666667,1.24505,0,0.666667,1.40307,0.713936,0,2.35915,1.36364,0,3.23372,3.46011,1.38889,8.04058,0,0.892857,2.82118,4.16965,0,2.56213,0.857143,0,1.65676,3.9442,2.08333,6.45804,2.86458,1.33929,2.01071,5.84037,2.79762,1.08604,1
26,0.5,0,0.0333335,0.0183908,0.0133837,0.0133652,0.00687522,0.0106943,0.0160043,0.0095086,0.0069842,0.0261585,0.111111,0,0.00167644,0.000591191,0.000792196,0.000839116,0.000295596,0.000792196,0.000902196,0.000591191,0.000496601,0.000902196,0.25,0,0.00201947,0.000614145,0,0.000717875,0.000228415,0.00031407,0.000865673,0,0.000717875,0.00275719,0.115385,0,0.000768239,0.002265,0.00298118,0.00020938,0.000830518,0.00296257,0.00020938,0.00133526,0,0.000186116,0.444444,0,0.830137,0.962625,0,1.16889,1.29412,2.52235,1.04219,0,0.691765,0.327215,0.962963,0,2.18218,0.261011,0.265733,4.00762,0.355917,0.267402,4.30889,0.442755,0,4.8475,2.16667,0,2.6287,0.271145,0,3.42857,0.275027,0.106013,4.13445,0,0,14.8144,1
27,0.3125,0,0.0278495,0.0167761,0.0069632,0.0142987,0.00671448,0.0124551,0.0145537,0.0114484,0.00778807,0.0243348,0.12,0,0.00390868,0.00106657,0.000260417,0.00211799,0.000580929,0.00120367,0.0026703,0.00107639,0,0.0011875,0.08,0,0.000641975,0.000975309,0.000333333,0.000333333,0.000333333,0.000666667,0,0,0.000333333,0.000308642,0.3125,0,0.00417361,0.00133956,0.000490196,0.00206944,0,0.00198539,0.00311111,0.00133956,0.000694444,0.00419757,1.5,0,6.08853,1.09357,0.78125,6.35398,1.74279,1.8055,0,0,0,3.8475,0.384,0,0.936523,0.796213,0.53125,1.02346,0,0.606262,0.85831,0.803542,0,0.282902,0.256,0,0.153818,0.728084,0.68,0.161074,0,0.335787,0,0,0.48,0.0735287,1
28,0.1875,0,0.0467595,0.0172842,0.00422241,0.0263106,0.00575709,0.0120795,0.0286849,0.0102332,0.0043341,0.0289955,0.103448,0,0.00694717,0.00300489,0.00114811,0.00582754,0.00114811,0.00166277,0.00436492,0.00207206,0.00114811,0.00331461,0.142857,0,0.00179945,0.00241248,0,0.00270625,0.000829187,0.000829187,0.000710732,0.00087256,0.000574053,0.00206758,0.125,0,0.0100947,0.00383215,0.000932836,0.00259249,0.000497512,0.00175378,0.00769199,0.00154892,0.000932836,0.00778612,0.724138,0,3.86071,1.24556,0,2.15336,1.38462,2.00531,6.14144,2.37469,2,1.60313,0.827586,0,0.6882,0.784128,1.23077,2.24785,2.30769,0.948109,0.567462,1.33774,1.23077,0.425708,1.14286,0,0.178257,0.629537,0,1.04388,1.66667,0.4728,0.0923989,0.563334,0.615385,0.265547,1
29,0.153846,0,0.022762,0.0337345,0.0121185,0.0162564,0.0136691,0.0113506,0.0136515,0.0128196,0.00530266,0.0131506,0.129032,0,0.0142848,0.00961134,0.0035152,0.0122366,0.00416667,0.00566209,0.00548818,0.00871849,0.00530266,0.00687112,0.153846,0,0.0043956,0.00190476,0.00190476,0.00211503,0.00190476,0.0015873,0,0,0,0.0021978,0.142857,0,0.00408163,0.0145458,0.0025974,0.00190476,0.0047952,0,0.00816327,0,0,0.00408163,0.83871,0,3.24978,5.04596,1.84548,5.78556,2.1875,3.56712,0,0,0,3.12636,0.903226,0,3.49977,0.660765,1.35335,6.42423,0.868924,0,0.672303,0,0,1.68342,1.07692,0,1.07692,0.13095,0.733333,1.11039,0.397222,0,0,0,0,0.538462,1
30,0.222222,0,0.0447169,0.0449564,0.0281525,0.0422745,0.0293638,0.0398849,0.0188592,0.032373,0.0185257,0.0248504,0.2,0,0.00781411,0.00663639,0.00236822,0.00889636,0.00388337,0.00927768,0.00629896,0.00376889,0.000673401,0.00694831,0.2,0,0.0144672,0.00468916,0.00469867,0.0079065,0.00295179,0.006181,0.00430432,0.00367906,0.00309553,0.00793902,0.166667,0,0.00734135,0.0109957,0.00633478,0.00792293,0.00676768,0.00720058,0.00203718,0.00691198,0.00546898,0.0056072,1,0,0.540127,1.41526,0.504019,1.1252,1.3156,1.501,1.4634,1.02442,0.21754,0.875209,1.2,0,1.0644,0.603546,0.373844,1.12286,0.573812,1.28846,3.092,0.54527,0.123131,1.23918,1.2,0,1.97064,0.426455,0.741726,0.997926,0.43616,0.858404,2.11288,0.532273,0.566017,1.41586,1
31,0.25,0,0.0314672,0.0253997,0.00975999,0.0212888,0.00667553,0.00883995,0.0177967,0.0120256,0.00887493,0.0197154,0.166667,0,0.00830191,0.00393598,0,0.0046113,0,0,0.00457362,0.00342991,0.000398724,0.00672443,0.214286,0,0.00423696,0.00177945,0,0.0027193,0,0,0.00203634,0.000526316,0.00156642,0.00203634,0.15,0,0.0061996,0.000657895,0.000487329,0.00180312,0,0,0.00456483,0,0.00114522,0.00433446,0.777778,0,1.9594,2.21191,0,1.69577,0,0,2.246,6.51683,0.254545,3.30221,1.11111,0,1.33911,5.9827,0,2.5574,0,0,1.00193,0,0.348163,1.55139,1.42857,0,0.683425,2.70476,0,1.50811,0,0,0.446093,0,1.36778,0.469803,0
32,0.222222,0,0.041562,0.012317,0.00357269,0.0340623,0.0023472,0.00921364,0.023733,0.0088912,0.0123054,0.0210903,0.125,0,0.00685661,0.00201795,0,0.00691387,0,0.000969362,0.00630106,0.00165246,0.00289553,0.0049662,0.0833333,0,0.00413838,0.00170442,0.00122549,0.00129592,0.000408497,0.00122549,0.00204483,0.000887424,0.000408497,0.000887424,0.222222,0,0.0129777,0.000478927,0,0.0126971,0,0.000957854,0.0113254,0,0.00473872,0.00871793,1.5,0,1.65684,1.18395,0,5.3351,0,0.790999,3.08146,1.86208,7.08826,5.5962,0.5625,0,0.528337,4.21349,0,0.544522,0,1.01201,0.556364,0,0.611037,0.569654,0.375,0,0.318883,3.55882,0,0.102064,0,1.27941,0.180552,0,0.0862041,0.101793,0
33,0.272727,0,0.0411588,0.025761,0.0109718,0.0331199,0.010055,0.00933443,0.0343489,0.0283895,0.0071745,0.0338308,0.103448,0,0.00455943,0.00218239,0.00121329,0.00413058,0.00129666,0.000621175,0.00386956,0.00172725,0.000761129,0.00242376,0.142857,0,0.00479307,0.00093717,0.000425661,0.00422068,0.000291882,0.000133779,0.00479307,0.00407799,0.000473041,0.0043314,0.142857,0,0.00249053,0.00188173,0.00113263,0.00119639,0.00113263,0.00172991,0.00219577,0.00188173,0.00167514,0.00164298,0.724138,0,0.951255,2.32871,2.85035,0.978652,4.44242,4.64329,0.807324,0.423555,1.60901,0.559579,0.724138,0,1.8307,1.15978,1.07121,3.45253,1.14483,0.359079,1.76228,0.917905,0.454368,1.47522,1,0,1.92451,0.498036,0.375818,3.52784,0.257704,0.077333,2.18287,2.16714,0.28239,2.63631,0
34,0.190476,0,0.0361382,0.0358382,0.0144966,0.0357437,0.00963727,0.027574,0.0223316,0.0141017,0.0147614,0.0217605,0.142857,0,0.0120176,0.00895187,0.00420025,0.0150436,0.00222746,0.00643005,0.008004,0.00328305,0.00826101,0.0120176,0.136364,0,0.0128337,0.0073072,0.00122596,0.00486773,0.00175507,0.00616264,0.00795214,0.00281327,0.0010582,0.0018278,0.190476,0,0.00551821,0.0195791,0.00907039,0.00904334,0.00565475,0.0116151,0.00459655,0.00800534,0.00544218,0.0057394,1.04762,0,0.936409,1.22508,3.42608,3.09049,1.26916,1.04339,1.00652,1.16699,7.80666,6.57489,0.75,0,2.17781,0.457215,0.463072,1.66351,0.393909,0.553593,1.74131,0.410108,1.51796,2.09388,0.715909,0,2.3257,0.373214,0.135161,0.538267,0.31037,0.53057,1.73002,0.351424,0.194444,0.318466,0
35,0.25,0,0.0549817,0.0247861,0.0117547,0.0224419,0.0081894,0.0163023,0.0218954,0.0118609,0.0105305,0.0228533,0.222222,0,0.00682528,0.00351507,0.00199129,0.00173376,0.00110471,0.00269013,0.00314916,0.00192013,0.0013374,0.00369386,0.0869565,0,0.00375171,0.000676133,0.00049975,0.00125249,0.00049975,0,0.000941837,0.00117588,0.000941837,0.00117588,0.178571,0,0.00721325,0.00591736,0.00194036,0.00365405,0.00133925,0.00310628,0.00357544,0.00244936,0.00101798,0.00290472,2.55556,0,1.81925,5.19879,3.98457,1.38425,2.21053,0,3.34364,1.63293,1.41999,3.14135,1.24444,0,0.946214,0.594027,1.02625,0.474475,0.824873,0.866028,0.880774,0.783932,1.31378,1.27167,0.486957,0,0.520113,0.114262,0.257556,0.342768,0.373157,0,0.263418,0.480077,0.9252,0.404817,0
36,0.230769,0,0.053687,0.0247701,0.0125546,0.0278133,0.00850999,0.0156181,0.0315536,0.0133013,0.0152849,0.0168476,0.142857,0,0.0166494,0.00353696,0.00201144,0.00714574,0.00201144,0.00384294,0.00878034,0.00249734,0.00440677,0.00575802,0.230769,0,0.00918506,0.00815889,0.00159588,0.00599301,0.000952381,0.00287139,0.00658578,0.00586916,0.00278388,0.00449917,0.115385,0,0.0109041,0.00358286,0.0037622,0.00676601,0.00250061,0.00260265,0.00643103,0.00116769,0.00295038,0.00233298,0.619048,0,1.81266,0.43351,1.26039,1.19235,2.11201,1.33835,1.33323,0.425503,1.58296,1.2798,1.2381,0,1.52689,0.987191,0.534643,1.05612,0.80438,1.47655,1.36531,2.1387,1.49363,2.46809,2,0,0.842348,2.2772,0.424188,0.885753,0.38086,1.10326,1.02406,5.02629,0.943567,1.9285,0
37,0.133333,0,0.0152243,0.0191588,0.00735827,0.0185203,0.00572712,0.00636375,0.0137574,0.0155993,0.0149082,0.00993956,0.114754,0,0.00630587,0.002394,0.003354,0.0070382,0.003354,0.00157579,0.00593329,0.000372578,0.00215079,0.00392901,0.0606061,0,0,0.0019755,0.000598086,0,0,0.000598086,0,0.0027592,0.00137741,0,0.133333,0,0.0058803,0.0045977,0.000783699,0.0037214,0.000783699,0.0015674,0.00503855,0.003814,0.00406336,0.00297243,1.89344,0,0,1.21185,5.60789,0,0,2.63472,0,0.135031,1.56148,0,0.860656,0,1.07237,0.520695,4.27971,1.89128,4.27971,1.00535,1.17758,0.0976869,0.529314,1.32182,0.454545,0,0,0.429671,0.763158,0,0,0.381579,0,0.723438,0.338983,0,0
38,0.222222,0,0.0414092,0.0261898,0.0133032,0.0128458,0.0103135,0.00992273,0.0181863,0.0148155,0.00661681,0.0119034,0.2,0,0.00497352,0.00345195,0.00245195,0.00341199,0.00190909,0.00134387,0.00294576,0.00190909,0.00217866,0.0021611,0.0769231,0,0.000740741,0.00227174,0,0,0,0.00100251,0.00037037,0,0,0.00037037,0.157895,0,0.00523813,0.0035358,0.00162281,0.00124402,0.00218457,0.00192141,0.00250718,0.00218457,0.000263158,0.00150718,2.6,0,6.71425,1.51952,0,0,0,1.34051,7.95354,0,0,5.83497,1.26667,0,0.949484,0.976286,1.51093,2.74271,0.8739,0.699422,1.17493,0.8739,8.27889,1.43387,0.48718,0,0.141413,0.642497,0,0,0,0.521756,0.147724,0,0,0.245738,0
39,0.333333,0,0.0383214,0.0288165,0.0108104,0.0228847,0.00721253,0.0173982,0.0264959,0.0189871,0.00957675,0.0185969,0.153846,0,0.00566735,0.00177922,0.0005997,0.00281762,0,0.00029985,0.00398338,0.00157582,0.000813353,0.00175009,0.130435,0,0.00338233,0.00233164,0.000521662,0.00230661,0.000176835,0.00109533,0.00224733,0.000944528,0.000973085,0.00230661,0.190476,0,0.00398077,0.00287828,0.000955366,0.0014937,0.000985222,0.00220783,0.00288374,0.00128507,0.00123827,0.0013014,1.17949,0,1.67558,0.763075,1.14959,1.22154,0,0.273752,1.77249,1.66837,0.83585,0.758727,0.807692,0,1.42368,0.618153,0.627717,1.88634,0,0.135812,1.38133,1.22625,0.656846,1.34478,0.684783,0,0.849666,0.810082,0.546034,1.54423,0.179487,0.496113,0.779312,0.735,0.785842,1.77242,0
40,0.25,0,0.0511309,0.0227385,0.0158941,0.0295922,0.00851401,0.0138079,0.0259091,0.00911963,0.019633,0.0226013,0.166667,0,0.00649414,0.00174309,0.000319693,0.00599176,0.000319693,0.00122549,0.00379197,0.000319693,0.00327437,0.00331938,0.15,0,0.00724662,0.0025662,0.00108399,0.00377654,0.000494071,0.000782054,0.00250988,0.00017819,0.00108696,0.00151014,0.166667,0,0.00510681,0.0051754,0.0038167,0.00207384,0.00188708,0.00339674,0.00168565,0.00233998,0.000603865,0.00154717,1.11111,0,0.896162,0.679249,0.294923,1.58657,0.647059,1.56701,1.51082,1.79412,3.01242,2.19806,1,0,1.27166,0.336803,0.0837617,2.88921,0.169412,0.360784,2.24957,0.136622,5.42236,2.14545,0.9,0,1.41901,0.495846,0.284012,1.82103,0.261818,0.230237,1.48897,0.0761502,1.8,0.976064,0
41,0.178571,0,0.0446303,0.0122874,0.00393925,0.0250271,0.00680635,0.0039977,0.0269421,0.00852267,0.00784873,0.0102659,0.142857,0,0.0127812,0.00355316,0.00101626,0.00272724,0.00101626,0.000990416,0.00694078,0.00263207,0.00217187,0.00167546,0.178571,0,0.0171013,0,0,0.0101816,0.000469043,0,0.0117104,0,0.000938086,0.00554476,0.0769231,0,0.00325712,0.00292299,0.00292299,0.00594745,0.00208195,0.00148289,0.00325712,0.00105499,0.000427899,0.00108709,0.8,0,0.747381,0,0,0.26786,2.16667,0,0.5927,0,2.31522,0.302169,1.85714,0,3.92408,1.21559,0.347678,0.458555,0.488129,0.667895,2.13096,2.49487,5.07567,1.54122,2.32143,0,5.25044,0,0,1.71192,0.22529,0,3.59534,0,2.19231,5.10053,0
42,0.25,0,0.0453537,0.0220369,0.00761967,0.0344478,0.00707251,0.0143429,0.0272134,0.0150027,0.00628088,0.0276105,0.142857,0,0.00828904,0.00363823,0.00182349,0.00692434,0.00218411,0.00152834,0.00442559,0.00360409,0.00116772,0.00255165,0.111111,0,0.00815832,0.00317249,0.00191953,0.00663042,0.00152537,0.00262575,0.00563457,0.00329243,0,0.00329243,0.181818,0,0.0142984,0.00342454,0.000434594,0.00788943,0.000434594,0.00248339,0.00770671,0.0050062,0.00292395,0.0105558,1.28571,0,1.01602,1.1468,0.949967,1.04433,1.43186,0.58206,0.785435,1.09466,0,0.775006,0.785714,0,0.579716,1.0624,4.19586,0.877674,5.02565,0.615426,0.574252,0.719925,0.399365,0.24173,0.611111,0,0.570574,0.9264,4.41685,0.840418,3.50987,1.05732,0.731126,0.657671,0,0.311907,0
43,0.285714,0,0.0529342,0.0256913,0.0189456,0.0267499,0.00694485,0.01927,0.0295338,0.0166004,0.0206167,0.0265551,0.157895,0,0.00508567,0.00164469,0.00256596,0.00384056,0.0014285,0.00225873,0.00298949,0.001337,0.00256596,0.00159573,0.166667,0,0.00368704,0.00142969,0.000850985,0.00136381,0.000167224,0.000594574,0.00240887,0.0016811,0.00206216,0.00042735,0.181818,0,0.00696063,0.00232386,0.00138077,0.00330558,0.00106353,0.00136795,0.00360938,0.00248585,0.00115115,0.00261849,0.947368,0,1.37934,1.15038,3.01528,2.81606,8.54244,3.7989,1.24103,0.79531,1.2443,3.734,0.868421,0,0.730634,0.70774,1.85836,1.16184,1.34317,1.65118,0.828256,0.537843,2.22905,0.609406,0.916667,0,0.529699,0.61522,0.616313,0.412576,0.157235,0.434647,0.667391,0.676269,1.7914,0.163205,0
44,0.235294,0,0.0444607,0.0242468,0.0127302,0.0153783,0.0065081,0.0213073,0.015233,0.0103835,0.00693026,0.0178988,0.214286,0,0.00201637,0.000381752,0.000459838,0.000960578,0,0,0.000988292,9.54381E-05,0.000844689,0.0012207,0.111111,0,0.00129328,0.000500882,0.000282709,0.000424677,0,8.21828E-05,0.000381029,0.000299145,0.000216664,0.000378808,0.181818,0,0.00226153,0.000617652,0.000264159,0.000808687,0.000264159,0.000427457,0.00104563,0.000533121,0.000341403,0.000643587,1.92857,0,1.55912,0.762159,1.62654,2.2619,0,0,2.59374,0.319036,3.89862,3.22249,1.17857,0,0.891596,0.618071,1.74076,1.18782,0,0,0.945164,0.179018,2.47417,1.89672,0.611111,0,0.57186,0.810947,1.07022,0.525143,0,0.19226,0.364401,0.561121,0.634628,0.588589,0
45,0.130435,0,0.0311136,0.0212708,0.0110796,0.0137795,0.00394032,0.00891385,0.00801261,0.00908017,0.0104325,0.0123106,0.115385,0,0.0100882,0.0114674,0.00308641,0.00700176,0.00226808,0.00298721,0.00604022,0.00559773,0.00786581,0.00837539,0.0555556,0,0.00500359,0.00584182,0.00494736,0.00418972,0,0.00188065,0.00197239,0.000894454,0,0.00304076,0.130435,0,0.0160218,0.00396162,0.00304587,0.00258799,0.00167224,0.00404599,0,0.00258799,0.0025667,0.000894454,2.07692,0,2.01619,1.96298,0.62385,1.67118,0,1.5884,3.06239,6.25826,0,2.75437,0.884615,0,0.629651,2.89462,1.01331,2.70548,1.35631,0.738316,0,2.16296,3.06457,9.36369,0.425926,0,0.312298,1.4746,1.62429,1.61891,0,0.464818,0,0.345617,0,3.39957,0
46,0.285714,0,0.0413523,0.0289903,0.00519055,0.0124843,0.0218994,0.00465751,0.0176504,0.01336,0.00602128,0.0164266,0.0882353,0,0.00774314,0.00327194,0.00173067,0.00161542,0.00094697,0.00173067,0.00324954,0.00170455,0.00094697,0.00384385,0.105263,0,0.01014,0.00383218,0,0.00368324,0.00239234,0,0.00503739,0.00263601,0.000668449,0.00499284,0.285714,0,0.0166893,0.00743436,0.00345988,0.005922,0.00505527,0.00292684,0.0035305,0.00371054,0.00314226,0.00504658,0.838235,0,0.763626,0.853807,0,0.438587,0.395833,0,0.645085,0.646639,1.41667,0.769872,0.308824,0,0.463959,0.440111,0.500211,0.272783,0.187323,0.591309,0.920421,0.459379,0.301365,0.761674,0.368421,0,0.607573,0.515469,0,0.621958,0.473238,0,1.42682,0.710411,0.212729,0.989351,0
47,0.166667,0,0.0383608,0.0239072,0.00807797,0.0261133,0.0101758,0.00898398,0.0239842,0.0145721,0.0166894,0.0160068,0.0714286,0,0.00499361,0.00428487,0.00151967,0.00376473,0.00151967,0.00098088,0.0029308,0.0019815,0.0018019,0.00252029,0.0714286,0,0.00330652,0.00333989,0.00066313,0.00330652,0.00117023,0.00117023,0.0017979,0.00229309,0.0017979,0.000783699,0.166667,0,0.0104616,0.00339567,0.000981882,0.00815565,0.00270602,0.00395185,0.00435049,0.00253361,0.00167154,0.00214681,1,0,1.51023,1.28294,2.29167,1.13858,1.29861,0.838194,1.63012,0.864115,1.00222,3.21589,0.428571,0,0.477328,1.26186,1.54771,0.46161,0.56159,0.248208,0.67367,0.782085,1.07799,1.17397,0.428571,0,0.316063,0.983572,0.675366,0.405427,0.432454,0.296122,0.413263,0.905071,1.0756,0.365053,0
48,0.2,0,0.0601477,0.0229053,0.00742438,0.0279018,0.00810277,0.00986485,0.0279266,0.0122959,0.014436,0.0214049,0.190476,0,0.0088488,0.00159836,0.000368392,0.00503638,0.000368392,0.00160109,0.00551744,0.00159836,0.0012327,0.0033779,0.0869565,0,0.0049865,0.00168736,0,0.00122407,0.000321027,0.00048852,0.0018089,0.00136633,0.00109623,0.000704596,0.153846,0,0.00861199,0.00284048,0.000864304,0.00453114,0.00128045,0.00172982,0.00483365,0.00209387,0.00206029,0.00301815,2.19048,0,1.77455,0.947256,0,4.11445,1.14754,3.27743,3.05017,1.16982,1.12448,4.79409,1.2381,0,1.0275,0.562706,0.426229,1.11151,0.287705,0.925581,1.14147,0.763352,0.598312,1.11919,0.565217,0,0.579018,0.594038,0,0.270146,0.250714,0.282411,0.374231,0.652538,0.532078,0.233453,0
49,0.25,0,0.061171,0.0113322,0,0.0277676,0,0.00111235,0.0415348,0.0131325,0.00209757,0.025195,0.25,0,0.0306842,0.00515768,0,0.00731285,0,0,0.0161914,0.006178,0,0.00539714,0.157895,0,0.0169098,0.00181488,0,0.00613714,0,0.00111235,0.0107521,0.00423689,0.00209757,0.00712237,0.125,0,0.013577,0.00435967,0,0.0143176,0,0,0.0145912,0.00271763,0,0.0126755,1.58333,0,1.81458,2.84188,0,1.19157,0,0,1.50588,1.45815,0,0.757774,2,0,2.26001,1.18304,0,0.510761,0,0,1.10967,2.2733,0,0.425793,1.26316,0,1.24547,0.416289,0,0.428645,0,0,0.73689,1.55903,0,0.561899,0
50,0.285714,0,0.0693228,0.0201082,0.0086191,0.0205381,0.00414121,0.02436,0.024418,0.0099516,0.00719243,0.0361807,0.105263,0,0.0118531,0.00552518,0.00297332,0.0080709,0.00370699,0.00401679,0.00782078,0.00504162,0.00326447,0.00972227,0.285714,0,0.0216474,0.00305182,0,0,0,0.00533434,0.00533642,0,0.000664894,0.00675623,0.181818,0,0.0183397,0.00708891,0.0035749,0.00706606,0,0.00927888,0.0068041,0.00327332,0.000818331,0.00816798,0.368421,0,0.547554,1.81045,0,0,0,0.753006,1.46555,0,4.90976,1.43901,0.578947,0,0.646308,0.779411,0.83172,1.14221,0,0.432896,1.14942,1.54021,3.98918,1.19029,1.57143,0,1.18036,0.430507,0,0,0,0.57489,0.784295,0,0.8125,0.82716,0
